tokenizer,format,distribution,dim,precision_digits,n_vectors,n_tokens_total,length_mismatch_rate,mean_abs_error,median_abs_error,mean_rel_error,median_rel_error,mean_sig_digits,perfect_recovery_rate,mean_normalized_l2,mean_cosine_sim,mean_spearman_rho,mantel_r,mantel_p
mistral,csv,normal,1,,250,4588,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
mistral,json,normal,1,,250,4838,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
mistral,scientific,normal,1,,250,3250,0.0,8.441486929329668e-06,3.2910498504179486e-06,9.708641312677336e-08,6.582565827281368e-08,6.744,0.0,9.708641312677336e-08,,,,
mistral,natural_language,normal,1,,250,5588,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
mistral,digit_by_digit,normal,1,,250,8560,1.0,75.43157091818587,62.46994585698315,1.0010866714736117,1.0068248139471976,0.032,0.0,1.0010866714736117,,,,
gpt4o,csv,normal,1,,250,1883,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
gpt4o,json,normal,1,,250,2249,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
gpt4o,scientific,normal,1,,250,1884,0.0,8.441486929329668e-06,3.2910498504179486e-06,9.708641312677336e-08,6.582565827281368e-08,6.744,0.0,9.708641312677336e-08,,,,
gpt4o,natural_language,normal,1,,250,2999,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
gpt4o,digit_by_digit,normal,1,,250,8444,1.0,75.43157091818587,62.46994585698315,1.0010866714736117,1.0068248139471976,0.032,0.0,1.0010866714736117,,,,
python_str,csv,normal,1,,250,4472,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
python_str,json,normal,1,,250,4972,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
python_str,scientific,normal,1,,250,3134,0.0,8.441486929329668e-06,3.2910498504179486e-06,9.708641312677336e-08,6.582565827281368e-08,6.744,0.0,9.708641312677336e-08,,,,
python_str,natural_language,normal,1,,250,7972,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
python_str,digit_by_digit,normal,1,,250,8694,1.0,75.43157091818587,62.46994585698315,1.0010866714736117,1.0068248139471976,0.032,0.0,1.0010866714736117,,,,
float16,native,normal,1,2.0,250,0,0.0,0.013074062499999454,0.007500000000000284,0.0001765493695717105,0.00017496545316650545,3.916,0.052,0.0001765493695717105,,,,
llama3,csv,normal,1,2.0,250,884,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
llama3,json,normal,1,2.0,250,1250,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
llama3,scientific,normal,1,2.0,250,1884,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
llama3,natural_language,normal,1,2.0,250,2000,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
llama3,digit_by_digit,normal,1,2.0,250,2332,1.0,75.43148,62.47,1.0010886746466454,1.006825017125427,0.032,0.0,1.0010886746466454,,,,
mistral,csv,normal,1,2.0,250,1532,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
mistral,json,normal,1,2.0,250,1782,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
mistral,scientific,normal,1,2.0,250,3250,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
mistral,natural_language,normal,1,2.0,250,2532,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
mistral,digit_by_digit,normal,1,2.0,250,2448,1.0,75.43148,62.47,1.0010886746466454,1.006825017125427,0.032,0.0,1.0010886746466454,,,,
gpt4o,csv,normal,1,2.0,250,884,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
gpt4o,json,normal,1,2.0,250,1250,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
gpt4o,scientific,normal,1,2.0,250,1884,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
gpt4o,natural_language,normal,1,2.0,250,2000,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
gpt4o,digit_by_digit,normal,1,2.0,250,2332,1.0,75.43148,62.47,1.0010886746466454,1.006825017125427,0.032,0.0,1.0010886746466454,,,,
python_str,csv,normal,1,2.0,250,1416,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
python_str,json,normal,1,2.0,250,1916,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
python_str,scientific,normal,1,2.0,250,3134,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
python_str,natural_language,normal,1,2.0,250,4916,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
python_str,digit_by_digit,normal,1,2.0,250,2582,1.0,75.43148,62.47,1.0010886746466454,1.006825017125427,0.032,0.0,1.0010886746466454,,,,
float16,native,normal,1,4.0,250,0,0.0,0.013013921875000405,0.0076750000000007645,0.00017245797045970665,0.00015848055412926132,3.336,0.0,0.00017245797045970665,,,,
llama3,csv,normal,1,4.0,250,1114,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
llama3,json,normal,1,4.0,250,1480,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
llama3,scientific,normal,1,4.0,250,1884,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
llama3,natural_language,normal,1,4.0,250,2230,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
llama3,digit_by_digit,normal,1,4.0,250,3330,1.0,75.43157199999999,62.469950000000004,1.0010865860057985,1.0068248145215741,0.032,0.0,1.0010865860057985,,,,
mistral,csv,normal,1,4.0,250,2031,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
mistral,json,normal,1,4.0,250,2281,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
mistral,scientific,normal,1,4.0,250,3250,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
mistral,natural_language,normal,1,4.0,250,3031,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
mistral,digit_by_digit,normal,1,4.0,250,3446,1.0,75.43157199999999,62.469950000000004,1.0010865860057985,1.0068248145215741,0.032,0.0,1.0010865860057985,,,,
gpt4o,csv,normal,1,4.0,250,1114,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
gpt4o,json,normal,1,4.0,250,1480,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
gpt4o,scientific,normal,1,4.0,250,1884,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
gpt4o,natural_language,normal,1,4.0,250,2230,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
gpt4o,digit_by_digit,normal,1,4.0,250,3330,1.0,75.43157199999999,62.469950000000004,1.0010865860057985,1.0068248145215741,0.032,0.0,1.0010865860057985,,,,
python_str,csv,normal,1,4.0,250,1915,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
python_str,json,normal,1,4.0,250,2415,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
python_str,scientific,normal,1,4.0,250,3134,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
python_str,natural_language,normal,1,4.0,250,5415,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
python_str,digit_by_digit,normal,1,4.0,250,3580,1.0,75.43157199999999,62.469950000000004,1.0010865860057985,1.0068248145215741,0.032,0.0,1.0010865860057985,,,,
float16,native,normal,1,8.0,250,0,0.0,0.01301477991499988,0.007709184999995955,0.00017278824654399748,0.00015838262114987604,3.34,0.0,0.00017278824654399748,,,,
llama3,csv,normal,1,8.0,250,1381,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
llama3,json,normal,1,8.0,250,1747,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
llama3,scientific,normal,1,8.0,250,1884,0.0,8.441480000038304e-06,3.2899999986568673e-06,9.711914802137159e-08,6.574799205535426e-08,6.744,0.0,9.711914802137159e-08,,,,
llama3,natural_language,normal,1,8.0,250,2497,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
llama3,digit_by_digit,normal,1,8.0,250,5310,1.0,75.43157091828,62.46994586,1.0010866714696571,1.006824813947263,0.032,0.0,1.0010866714696571,,,,
mistral,csv,normal,1,8.0,250,3021,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
mistral,json,normal,1,8.0,250,3271,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
mistral,scientific,normal,1,8.0,250,3250,0.0,8.441480000038304e-06,3.2899999986568673e-06,9.711914802137159e-08,6.574799205535426e-08,6.744,0.0,9.711914802137159e-08,,,,
mistral,natural_language,normal,1,8.0,250,4021,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
mistral,digit_by_digit,normal,1,8.0,250,5426,1.0,75.43157091828,62.46994586,1.0010866714696571,1.006824813947263,0.032,0.0,1.0010866714696571,,,,
gpt4o,csv,normal,1,8.0,250,1381,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
gpt4o,json,normal,1,8.0,250,1747,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
gpt4o,scientific,normal,1,8.0,250,1884,0.0,8.441480000038304e-06,3.2899999986568673e-06,9.711914802137159e-08,6.574799205535426e-08,6.744,0.0,9.711914802137159e-08,,,,
gpt4o,natural_language,normal,1,8.0,250,2497,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
gpt4o,digit_by_digit,normal,1,8.0,250,5310,1.0,75.43157091828,62.46994586,1.0010866714696571,1.006824813947263,0.032,0.0,1.0010866714696571,,,,
python_str,csv,normal,1,8.0,250,2905,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
python_str,json,normal,1,8.0,250,3405,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
python_str,scientific,normal,1,8.0,250,3134,0.0,8.441480000038304e-06,3.2899999986568673e-06,9.711914802137159e-08,6.574799205535426e-08,6.744,0.0,9.711914802137159e-08,,,,
python_str,natural_language,normal,1,8.0,250,6405,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
python_str,digit_by_digit,normal,1,8.0,250,5560,1.0,75.43157091828,62.46994586,1.0010866714696571,1.006824813947263,0.032,0.0,1.0010866714696571,,,,
float16,native,normal,10,,250,0,0.0,1.4144336159402121e-06,8.739342027396652e-07,0.0001874957221134528,0.00017303508089526852,3.318,0.0,0.00020131610306034769,0.9999999840716536,0.9999635810996237,0.9999999179070986,0.000999000999000999
llama3,csv,normal,10,,250,25328,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999998,0.000999000999000999
llama3,json,normal,10,,250,25695,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999998,0.000999000999000999
llama3,scientific,normal,10,,250,22133,0.0,9.3538594580171e-10,3.2555623529027106e-10,1.021870805175212e-07,6.65923633915669e-08,6.7224,0.0,1.5452518319144789e-07,0.9999999999999902,0.9999999999999998,0.9999999999999546,0.000999000999000999
llama3,natural_language,normal,10,,250,26695,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999998,0.000999000999000999
llama3,digit_by_digit,normal,10,,250,101555,1.0,3.124524091721585,2.006841755114351,5339.125173539008,311.53419762235745,0.0,0.0,465.8729921618337,-0.026002525990121584,-0.0007069712272642299,0.056512581008771705,0.006993006993006993
mistral,csv,normal,10,,250,55101,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999998,0.000999000999000999
mistral,json,normal,10,,250,55351,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999998,0.000999000999000999
mistral,scientific,normal,10,,250,34750,0.0,9.3538594580171e-10,3.2555623529027106e-10,1.021870805175212e-07,6.65923633915669e-08,6.7224,0.0,1.5452518319144789e-07,0.9999999999999902,0.9999999999999998,0.9999999999999546,0.000999000999000999
mistral,natural_language,normal,10,,250,56351,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999998,0.000999000999000999
mistral,digit_by_digit,normal,10,,250,101672,1.0,3.124524091721585,2.006841755114351,5339.125173539008,311.53419762235745,0.0,0.0,465.8729921618337,-0.026002525990121584,-0.0007069712272642299,0.056512581008771705,0.006993006993006993
gpt4o,csv,normal,10,,250,25328,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999998,0.000999000999000999
gpt4o,json,normal,10,,250,25695,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999998,0.000999000999000999
gpt4o,scientific,normal,10,,250,22133,0.0,9.3538594580171e-10,3.2555623529027106e-10,1.021870805175212e-07,6.65923633915669e-08,6.7224,0.0,1.5452518319144789e-07,0.9999999999999902,0.9999999999999998,0.9999999999999546,0.000999000999000999
gpt4o,natural_language,normal,10,,250,26695,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999998,0.000999000999000999
gpt4o,digit_by_digit,normal,10,,250,101555,1.0,3.124524091721585,2.006841755114351,5339.125173539008,311.53419762235745,0.0,0.0,465.8729921618337,-0.026002525990121584,-0.0007069712272642299,0.056512581008771705,0.006993006993006993
python_str,csv,normal,10,,250,56109,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999998,0.000999000999000999
python_str,json,normal,10,,250,56609,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999998,0.000999000999000999
python_str,scientific,normal,10,,250,35758,0.0,9.3538594580171e-10,3.2555623529027106e-10,1.021870805175212e-07,6.65923633915669e-08,6.7224,0.0,1.5452518319144789e-07,0.9999999999999902,0.9999999999999998,0.9999999999999546,0.000999000999000999
python_str,natural_language,normal,10,,250,61109,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999998,0.000999000999000999
python_str,digit_by_digit,normal,10,,250,107468,1.0,3.124524091721585,2.006841755114351,5339.125173539008,311.53419762235745,0.0,0.0,465.8729921618337,-0.026002525990121584,-0.0007069712272642299,0.056512581008771705,0.006993006993006993
float16,native,normal,10,2.0,250,0,0.0,1.5294189453123378e-06,2.136230468749792e-06,0.00020980068444405114,0.00021362304687497918,3.0221031480241125,0.4028,0.00020554590570848294,0.9999999990122452,1.0,0.9999999815641673,0.000999000999000999
llama3,csv,normal,10,2.0,250,12133,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
llama3,json,normal,10,2.0,250,12500,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
llama3,scientific,normal,10,2.0,250,22133,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
llama3,natural_language,normal,10,2.0,250,13500,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
llama3,digit_by_digit,normal,10,2.0,250,18877,1.0,0.25639199999999995,0.01,23.051574012056264,1.0,0.0,0.3264,56.21427405059933,-0.017215507976600736,-0.0024370174352877794,0.12900397483379375,0.000999000999000999
mistral,csv,normal,10,2.0,250,13743,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
mistral,json,normal,10,2.0,250,13993,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
mistral,scientific,normal,10,2.0,250,34750,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
mistral,natural_language,normal,10,2.0,250,14993,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
mistral,digit_by_digit,normal,10,2.0,250,18994,1.0,0.25639199999999995,0.01,23.051574012056264,1.0,0.0,0.3264,56.21427405059933,-0.017215507976600736,-0.0024370174352877794,0.12900397483379375,0.000999000999000999
gpt4o,csv,normal,10,2.0,250,12133,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
gpt4o,json,normal,10,2.0,250,12500,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
gpt4o,scientific,normal,10,2.0,250,22133,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
gpt4o,natural_language,normal,10,2.0,250,13500,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
gpt4o,digit_by_digit,normal,10,2.0,250,18877,1.0,0.25639199999999995,0.01,23.051574012056264,1.0,0.0,0.3264,56.21427405059933,-0.017215507976600736,-0.0024370174352877794,0.12900397483379375,0.000999000999000999
python_str,csv,normal,10,2.0,250,14751,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
python_str,json,normal,10,2.0,250,15251,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
python_str,scientific,normal,10,2.0,250,35758,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
python_str,natural_language,normal,10,2.0,250,19751,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
python_str,digit_by_digit,normal,10,2.0,250,24752,1.0,0.25639199999999995,0.01,23.051574012056264,1.0,0.0,0.3264,56.21427405059933,-0.017215507976600736,-0.0024370174352877794,0.12900397483379375,0.000999000999000999
float16,native,normal,10,4.0,250,0,0.0,1.410513153076159e-06,8.331298828124015e-07,0.00018423196979919747,0.0001801521547378681,3.325030132583367,0.0044,0.00020311203562505787,0.9999999847637598,1.0,0.9999999164119873,0.000999000999000999
llama3,csv,normal,10,4.0,250,14387,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
llama3,json,normal,10,4.0,250,14754,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
llama3,scientific,normal,10,4.0,250,22133,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
llama3,natural_language,normal,10,4.0,250,15754,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
llama3,digit_by_digit,normal,10,4.0,250,30301,1.0,1.7476623599999999,0.015,750.6686712694177,1.0,0.0,0.0016,331.78501774316345,-0.02008449538248981,-0.001511871664705751,0.08150997575733229,0.001998001998001998
mistral,csv,normal,10,4.0,250,19455,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
mistral,json,normal,10,4.0,250,19705,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
mistral,scientific,normal,10,4.0,250,34750,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
mistral,natural_language,normal,10,4.0,250,20705,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
mistral,digit_by_digit,normal,10,4.0,250,30418,1.0,1.7476623599999999,0.015,750.6686712694177,1.0,0.0,0.0016,331.78501774316345,-0.02008449538248981,-0.001511871664705751,0.08150997575733229,0.001998001998001998
gpt4o,csv,normal,10,4.0,250,14387,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
gpt4o,json,normal,10,4.0,250,14754,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
gpt4o,scientific,normal,10,4.0,250,22133,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
gpt4o,natural_language,normal,10,4.0,250,15754,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
gpt4o,digit_by_digit,normal,10,4.0,250,30301,1.0,1.7476623599999999,0.015,750.6686712694177,1.0,0.0,0.0016,331.78501774316345,-0.02008449538248981,-0.001511871664705751,0.08150997575733229,0.001998001998001998
python_str,csv,normal,10,4.0,250,20463,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
python_str,json,normal,10,4.0,250,20963,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
python_str,scientific,normal,10,4.0,250,35758,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
python_str,natural_language,normal,10,4.0,250,25463,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
python_str,digit_by_digit,normal,10,4.0,250,36176,1.0,1.7476623599999999,0.015,750.6686712694177,1.0,0.0,0.0016,331.78501774316345,-0.02008449538248981,-0.001511871664705751,0.08150997575733229,0.001998001998001998
float16,native,normal,10,8.0,250,0,0.0,1.4144393190918037e-06,8.743359375001404e-07,0.00018539105603129774,0.00017419822622948035,3.3192,0.0,0.00020131598284559403,0.9999999840858698,0.9999635810996237,0.9999999176299027,0.000999000999000999
llama3,csv,normal,10,8.0,250,17131,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999998,0.000999000999000999
llama3,json,normal,10,8.0,250,17498,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999998,0.000999000999000999
llama3,scientific,normal,10,8.0,250,22133,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999998,0.000999000999000999
llama3,natural_language,normal,10,8.0,250,18498,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999998,0.000999000999000999
llama3,digit_by_digit,normal,10,8.0,250,50295,1.0,2.690415940832,1.00649658,1704.6828535691966,161.20583721110978,0.0,0.0,430.89564113895176,-0.029666242565819765,-0.008510014499099819,0.04214144026587761,0.054945054945054944
mistral,csv,normal,10,8.0,250,29471,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999998,0.000999000999000999
mistral,json,normal,10,8.0,250,29721,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999998,0.000999000999000999
mistral,scientific,normal,10,8.0,250,34750,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999998,0.000999000999000999
mistral,natural_language,normal,10,8.0,250,30721,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999998,0.000999000999000999
mistral,digit_by_digit,normal,10,8.0,250,50412,1.0,2.690415940832,1.00649658,1704.6828535691966,161.20583721110978,0.0,0.0,430.89564113895176,-0.029666242565819765,-0.008510014499099819,0.04214144026587761,0.054945054945054944
gpt4o,csv,normal,10,8.0,250,17131,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999998,0.000999000999000999
gpt4o,json,normal,10,8.0,250,17498,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999998,0.000999000999000999
gpt4o,scientific,normal,10,8.0,250,22133,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999998,0.000999000999000999
gpt4o,natural_language,normal,10,8.0,250,18498,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999998,0.000999000999000999
gpt4o,digit_by_digit,normal,10,8.0,250,50295,1.0,2.690415940832,1.00649658,1704.6828535691966,161.20583721110978,0.0,0.0,430.89564113895176,-0.029666242565819765,-0.008510014499099819,0.04214144026587761,0.054945054945054944
python_str,csv,normal,10,8.0,250,30479,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999998,0.000999000999000999
python_str,json,normal,10,8.0,250,30979,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999998,0.000999000999000999
python_str,scientific,normal,10,8.0,250,35758,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999998,0.000999000999000999
python_str,natural_language,normal,10,8.0,250,35479,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999998,0.000999000999000999
python_str,digit_by_digit,normal,10,8.0,250,56208,1.0,2.690415940832,1.00649658,1704.6828535691966,161.20583721110978,0.0,0.0,430.89564113895176,-0.029666242565819765,-0.008510014499099819,0.04214144026587761,0.054945054945054944
float16,native,normal,10,,250,0,0.0,0.00013993649163023588,8.843826849180836e-05,0.0001768839127387714,0.00017155984832462832,3.3104,0.0,0.00019734982684063623,0.9999999842624593,0.9999757207330824,0.9999999246353982,0.000999000999000999
llama3,csv,normal,10,,250,24275,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999999,0.000999000999000999
llama3,json,normal,10,,250,24642,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999999,0.000999000999000999
llama3,scientific,normal,10,,250,22133,0.0,9.353859458409252e-08,3.255562353032815e-08,1.0218708052007687e-07,6.659236347505807e-08,6.7224,0.0,1.5452518319672525e-07,0.9999999999999902,0.9999999999999998,0.9999999999999546,0.000999000999000999
llama3,natural_language,normal,10,,250,25642,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999999,0.000999000999000999
llama3,digit_by_digit,normal,10,,250,91507,1.0,4.164028079345317,3.806708662247087,39.84793729049588,5.098117640361172,0.01,0.0,5.404733897646126,-0.026880725112993456,0.016313587118226492,0.06046150668712975,0.003996003996003996
mistral,csv,normal,10,,250,50059,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999999,0.000999000999000999
mistral,json,normal,10,,250,50309,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999999,0.000999000999000999
mistral,scientific,normal,10,,250,34750,0.0,9.353859458409252e-08,3.255562353032815e-08,1.0218708052007687e-07,6.659236347505807e-08,6.7224,0.0,1.5452518319672525e-07,0.9999999999999902,0.9999999999999998,0.9999999999999546,0.000999000999000999
mistral,natural_language,normal,10,,250,51309,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999999,0.000999000999000999
mistral,digit_by_digit,normal,10,,250,91624,1.0,4.164028079345317,3.806708662247087,39.84793729049588,5.098117640361172,0.01,0.0,5.404733897646126,-0.026880725112993456,0.016313587118226492,0.06046150668712975,0.003996003996003996
gpt4o,csv,normal,10,,250,24275,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999999,0.000999000999000999
