tokenizer,format,distribution,dim,precision_digits,n_vectors,n_tokens_total,length_mismatch_rate,mean_abs_error,median_abs_error,mean_rel_error,median_rel_error,mean_sig_digits,perfect_recovery_rate,mean_normalized_l2,mean_cosine_sim,mean_spearman_rho,mantel_r,mantel_p
gpt4o,json,normal,10,,250,24642,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999999,0.000999000999000999
gpt4o,scientific,normal,10,,250,22133,0.0,9.353859458409252e-08,3.255562353032815e-08,1.0218708052007687e-07,6.659236347505807e-08,6.7224,0.0,1.5452518319672525e-07,0.9999999999999902,0.9999999999999998,0.9999999999999546,0.000999000999000999
gpt4o,natural_language,normal,10,,250,25642,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999999,0.000999000999000999
gpt4o,digit_by_digit,normal,10,,250,91507,1.0,4.164028079345317,3.806708662247087,39.84793729049588,5.098117640361172,0.01,0.0,5.404733897646126,-0.026880725112993456,0.016313587118226492,0.06046150668712975,0.003996003996003996
python_str,csv,normal,10,,250,51067,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999999,0.000999000999000999
python_str,json,normal,10,,250,51567,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999999,0.000999000999000999
python_str,scientific,normal,10,,250,35758,0.0,9.353859458409252e-08,3.255562353032815e-08,1.0218708052007687e-07,6.659236347505807e-08,6.7224,0.0,1.5452518319672525e-07,0.9999999999999902,0.9999999999999998,0.9999999999999546,0.000999000999000999
python_str,natural_language,normal,10,,250,56067,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999999,0.000999000999000999
python_str,digit_by_digit,normal,10,,250,97384,1.0,4.164028079345317,3.806708662247087,39.84793729049588,5.098117640361172,0.01,0.0,5.404733897646126,-0.026880725112993456,0.016313587118226492,0.06046150668712975,0.003996003996003996
float16,native,normal,10,2.0,250,0,0.0,0.00013889819335937,7.812500000003997e-05,0.0001732922790260962,0.00017170329670326254,3.769385295299317,0.0448,0.00020196950831412688,0.999999984411827,1.0,0.9999999151640742,0.000999000999000999
llama3,csv,normal,10,2.0,250,12133,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
llama3,json,normal,10,2.0,250,12500,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
llama3,scientific,normal,10,2.0,250,22133,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
llama3,natural_language,normal,10,2.0,250,13500,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
llama3,digit_by_digit,normal,10,2.0,250,20399,1.0,3.031172,2.06,12.797833326313496,2.4013605442176873,0.02812374447569305,0.0028,4.313582332241514,-0.02696001039012076,-0.012305439496999308,0.06478797547488271,0.01898101898101898
mistral,csv,normal,10,2.0,250,14504,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
mistral,json,normal,10,2.0,250,14754,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
mistral,scientific,normal,10,2.0,250,34750,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
mistral,natural_language,normal,10,2.0,250,15754,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
mistral,digit_by_digit,normal,10,2.0,250,20516,1.0,3.031172,2.06,12.797833326313496,2.4013605442176873,0.02812374447569305,0.0028,4.313582332241514,-0.02696001039012076,-0.012305439496999308,0.06478797547488271,0.01898101898101898
gpt4o,csv,normal,10,2.0,250,12133,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
gpt4o,json,normal,10,2.0,250,12500,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
gpt4o,scientific,normal,10,2.0,250,22133,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
gpt4o,natural_language,normal,10,2.0,250,13500,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
gpt4o,digit_by_digit,normal,10,2.0,250,20399,1.0,3.031172,2.06,12.797833326313496,2.4013605442176873,0.02812374447569305,0.0028,4.313582332241514,-0.02696001039012076,-0.012305439496999308,0.06478797547488271,0.01898101898101898
python_str,csv,normal,10,2.0,250,15512,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
python_str,json,normal,10,2.0,250,16012,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
python_str,scientific,normal,10,2.0,250,35758,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
python_str,natural_language,normal,10,2.0,250,20512,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
python_str,digit_by_digit,normal,10,2.0,250,26274,1.0,3.031172,2.06,12.797833326313496,2.4013605442176873,0.02812374447569305,0.0028,4.313582332241514,-0.02696001039012076,-0.012305439496999308,0.06478797547488271,0.01898101898101898
float16,native,normal,10,4.0,250,0,0.0,0.00013933306205749597,9.062499999995532e-05,0.0001749431834086355,0.00016647483349228914,3.3428,0.0016,0.00019715118710130614,0.9999999838300927,0.9999757207330824,0.999999927834197,0.000999000999000999
llama3,csv,normal,10,4.0,250,14380,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,json,normal,10,4.0,250,14747,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,scientific,normal,10,4.0,250,22133,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,natural_language,normal,10,4.0,250,15747,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,digit_by_digit,normal,10,4.0,250,30339,1.0,3.76534204,3.1139,39.87330706634137,4.090331628962975,0.0084,0.0,5.050337288059669,-0.027467580839431505,-0.00657033757025782,0.06269101098655352,0.005994005994005994
mistral,csv,normal,10,4.0,250,19474,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,json,normal,10,4.0,250,19724,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,scientific,normal,10,4.0,250,34750,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,natural_language,normal,10,4.0,250,20724,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,digit_by_digit,normal,10,4.0,250,30456,1.0,3.76534204,3.1139,39.87330706634137,4.090331628962975,0.0084,0.0,5.050337288059669,-0.027467580839431505,-0.00657033757025782,0.06269101098655352,0.005994005994005994
gpt4o,csv,normal,10,4.0,250,14380,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,json,normal,10,4.0,250,14747,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,scientific,normal,10,4.0,250,22133,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,natural_language,normal,10,4.0,250,15747,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,digit_by_digit,normal,10,4.0,250,30339,1.0,3.76534204,3.1139,39.87330706634137,4.090331628962975,0.0084,0.0,5.050337288059669,-0.027467580839431505,-0.00657033757025782,0.06269101098655352,0.005994005994005994
python_str,csv,normal,10,4.0,250,20482,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,json,normal,10,4.0,250,20982,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,scientific,normal,10,4.0,250,35758,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,natural_language,normal,10,4.0,250,25482,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,digit_by_digit,normal,10,4.0,250,36214,1.0,3.76534204,3.1139,39.87330706634137,4.090331628962975,0.0084,0.0,5.050337288059669,-0.027467580839431505,-0.00657033757025782,0.06269101098655352,0.005994005994005994
float16,native,normal,10,8.0,250,0,0.0,0.00013993647821582166,8.843937499999899e-05,0.00017689556134761338,0.00017153606328202848,3.31,0.0,0.00019734981943156225,0.9999999842624603,0.9999757207330824,0.9999999246353427,0.000999000999000999
llama3,csv,normal,10,8.0,250,17110,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,json,normal,10,8.0,250,17477,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,scientific,normal,10,8.0,250,22133,0.0,9.337199999915891e-08,3.0000000039720476e-08,9.612688305402724e-08,6.170757467385648e-08,7.92,0.1388,1.5453626599429353e-07,0.9999999999999902,0.9999999999999998,0.999999999999955,0.000999000999000999
llama3,natural_language,normal,10,8.0,250,18477,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,digit_by_digit,normal,10,8.0,250,50389,1.0,3.847685620772,3.30549619,25.162923631759313,4.4073890702137035,0.01,0.0,5.146292348044743,-0.02868722006127344,0.005141404287170559,0.04590620677989971,0.03696303696303696
mistral,csv,normal,10,8.0,250,29500,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,json,normal,10,8.0,250,29750,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,scientific,normal,10,8.0,250,34750,0.0,9.337199999915891e-08,3.0000000039720476e-08,9.612688305402724e-08,6.170757467385648e-08,7.92,0.1388,1.5453626599429353e-07,0.9999999999999902,0.9999999999999998,0.999999999999955,0.000999000999000999
mistral,natural_language,normal,10,8.0,250,30750,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,digit_by_digit,normal,10,8.0,250,50506,1.0,3.847685620772,3.30549619,25.162923631759313,4.4073890702137035,0.01,0.0,5.146292348044743,-0.02868722006127344,0.005141404287170559,0.04590620677989971,0.03696303696303696
gpt4o,csv,normal,10,8.0,250,17110,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,json,normal,10,8.0,250,17477,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,scientific,normal,10,8.0,250,22133,0.0,9.337199999915891e-08,3.0000000039720476e-08,9.612688305402724e-08,6.170757467385648e-08,7.92,0.1388,1.5453626599429353e-07,0.9999999999999902,0.9999999999999998,0.999999999999955,0.000999000999000999
gpt4o,natural_language,normal,10,8.0,250,18477,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,digit_by_digit,normal,10,8.0,250,50389,1.0,3.847685620772,3.30549619,25.162923631759313,4.4073890702137035,0.01,0.0,5.146292348044743,-0.02868722006127344,0.005141404287170559,0.04590620677989971,0.03696303696303696
python_str,csv,normal,10,8.0,250,30508,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,json,normal,10,8.0,250,31008,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,scientific,normal,10,8.0,250,35758,0.0,9.337199999915891e-08,3.0000000039720476e-08,9.612688305402724e-08,6.170757467385648e-08,7.92,0.1388,1.5453626599429353e-07,0.9999999999999902,0.9999999999999998,0.999999999999955,0.000999000999000999
python_str,natural_language,normal,10,8.0,250,35508,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,digit_by_digit,normal,10,8.0,250,56266,1.0,3.847685620772,3.30549619,25.162923631759313,4.4073890702137035,0.01,0.0,5.146292348044743,-0.02868722006127344,0.005141404287170559,0.04590620677989971,0.03696303696303696
float16,native,normal,10,,250,0,0.0,0.013666969351502726,0.0083430054248943,0.00017230438994994267,0.00016398173339329355,3.3524,0.0,0.0001973444073754083,0.9999999843070738,0.9999757207330824,0.9999999232944689,0.000999000999000999
llama3,csv,normal,10,,250,22160,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,json,normal,10,,250,22527,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,scientific,normal,10,,250,22133,0.0,9.353859458415047e-06,3.2555623521446364e-06,1.0218708052018902e-07,6.659236349497878e-08,6.7224,0.0,1.545251831971886e-07,0.9999999999999902,0.9999999999999998,0.9999999999999544,0.000999000999000999
llama3,natural_language,normal,10,,250,23527,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,digit_by_digit,normal,10,,250,87723,1.0,79.7962375601931,65.64740011726926,1.559064304235763,1.0,0.0048,0.0,1.0036390775852515,-0.05095986365878774,-0.02583038122852062,0.0404930217803323,0.04095904095904096
mistral,csv,normal,10,,250,48166,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,json,normal,10,,250,48416,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,scientific,normal,10,,250,34750,0.0,9.353859458415047e-06,3.2555623521446364e-06,1.0218708052018902e-07,6.659236349497878e-08,6.7224,0.0,1.545251831971886e-07,0.9999999999999902,0.9999999999999998,0.9999999999999544,0.000999000999000999
mistral,natural_language,normal,10,,250,49416,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,digit_by_digit,normal,10,,250,87840,1.0,79.7962375601931,65.64740011726926,1.559064304235763,1.0,0.0048,0.0,1.0036390775852515,-0.05095986365878774,-0.02583038122852062,0.0404930217803323,0.04095904095904096
gpt4o,csv,normal,10,,250,22160,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,json,normal,10,,250,22527,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,scientific,normal,10,,250,22133,0.0,9.353859458415047e-06,3.2555623521446364e-06,1.0218708052018902e-07,6.659236349497878e-08,6.7224,0.0,1.545251831971886e-07,0.9999999999999902,0.9999999999999998,0.9999999999999544,0.000999000999000999
gpt4o,natural_language,normal,10,,250,23527,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,digit_by_digit,normal,10,,250,87723,1.0,79.7962375601931,65.64740011726926,1.559064304235763,1.0,0.0048,0.0,1.0036390775852515,-0.05095986365878774,-0.02583038122852062,0.0404930217803323,0.04095904095904096
python_str,csv,normal,10,,250,49174,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,json,normal,10,,250,49674,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,scientific,normal,10,,250,35758,0.0,9.353859458415047e-06,3.2555623521446364e-06,1.0218708052018902e-07,6.659236349497878e-08,6.7224,0.0,1.545251831971886e-07,0.9999999999999902,0.9999999999999998,0.9999999999999544,0.000999000999000999
python_str,natural_language,normal,10,,250,54174,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,digit_by_digit,normal,10,,250,93598,1.0,79.7962375601931,65.64740011726926,1.559064304235763,1.0,0.0048,0.0,1.0036390775852515,-0.05095986365878774,-0.02583038122852062,0.0404930217803323,0.04095904095904096
float16,native,normal,10,2.0,250,0,0.0,0.013661697143554224,0.008749999999999147,0.00017322946351003488,0.00016427559410519963,3.7976,0.0416,0.00019650457146584393,0.9999999845477245,0.9999757207330824,0.9999999240499851,0.000999000999000999
llama3,csv,normal,10,2.0,250,12133,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,json,normal,10,2.0,250,12500,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,scientific,normal,10,2.0,250,22133,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,natural_language,normal,10,2.0,250,13500,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,digit_by_digit,normal,10,2.0,250,26539,1.0,79.706292,65.52,1.236304552211571,1.0,0.008,0.0,1.002201047746674,-0.025260535378511896,0.010413345893159665,0.051526872721397624,0.016983016983016984
mistral,csv,normal,10,2.0,250,17574,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,json,normal,10,2.0,250,17824,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,scientific,normal,10,2.0,250,34750,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,natural_language,normal,10,2.0,250,18824,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,digit_by_digit,normal,10,2.0,250,26656,1.0,79.706292,65.52,1.236304552211571,1.0,0.008,0.0,1.002201047746674,-0.025260535378511896,0.010413345893159665,0.051526872721397624,0.016983016983016984
gpt4o,csv,normal,10,2.0,250,12133,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,json,normal,10,2.0,250,12500,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,scientific,normal,10,2.0,250,22133,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,natural_language,normal,10,2.0,250,13500,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,digit_by_digit,normal,10,2.0,250,26539,1.0,79.706292,65.52,1.236304552211571,1.0,0.008,0.0,1.002201047746674,-0.025260535378511896,0.010413345893159665,0.051526872721397624,0.016983016983016984
python_str,csv,normal,10,2.0,250,18582,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,json,normal,10,2.0,250,19082,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,scientific,normal,10,2.0,250,35758,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,natural_language,normal,10,2.0,250,23582,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,digit_by_digit,normal,10,2.0,250,32414,1.0,79.706292,65.52,1.236304552211571,1.0,0.008,0.0,1.002201047746674,-0.025260535378511896,0.010413345893159665,0.051526872721397624,0.016983016983016984
float16,native,normal,10,4.0,250,0,0.0,0.013667367377929673,0.008325000000002802,0.00017227232050436394,0.00016436196373262682,3.3692,0.002,0.00019734729458201962,0.9999999843777996,0.9999757207330824,0.9999999225352346,0.000999000999000999
llama3,csv,normal,10,4.0,250,14399,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,json,normal,10,4.0,250,14766,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,scientific,normal,10,4.0,250,22133,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,natural_language,normal,10,4.0,250,15766,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,digit_by_digit,normal,10,4.0,250,36531,1.0,79.72509199999999,65.447,1.267361588018793,1.0,0.0052,0.0,1.0028663906581203,-0.03476479427438956,-0.0051664077746682935,0.05388057323873601,0.008991008991008992
mistral,csv,normal,10,4.0,250,22570,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,json,normal,10,4.0,250,22820,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,scientific,normal,10,4.0,250,34750,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,natural_language,normal,10,4.0,250,23820,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,digit_by_digit,normal,10,4.0,250,36648,1.0,79.72509199999999,65.447,1.267361588018793,1.0,0.0052,0.0,1.0028663906581203,-0.03476479427438956,-0.0051664077746682935,0.05388057323873601,0.008991008991008992
gpt4o,csv,normal,10,4.0,250,14399,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,json,normal,10,4.0,250,14766,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,scientific,normal,10,4.0,250,22133,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,natural_language,normal,10,4.0,250,15766,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,digit_by_digit,normal,10,4.0,250,36531,1.0,79.72509199999999,65.447,1.267361588018793,1.0,0.0052,0.0,1.0028663906581203,-0.03476479427438956,-0.0051664077746682935,0.05388057323873601,0.008991008991008992
python_str,csv,normal,10,4.0,250,23578,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,json,normal,10,4.0,250,24078,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,scientific,normal,10,4.0,250,35758,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,natural_language,normal,10,4.0,250,28578,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,digit_by_digit,normal,10,4.0,250,42406,1.0,79.72509199999999,65.447,1.267361588018793,1.0,0.0052,0.0,1.0028663906581203,-0.03476479427438956,-0.0051664077746682935,0.05388057323873601,0.008991008991008992
float16,native,normal,10,8.0,250,0,0.0,0.013666969441078123,0.00834300499999685,0.0001723044308863748,0.00016398155257966174,3.3524,0.0,0.00019734440806641848,0.9999999843070736,0.9999757207330824,0.9999999232944667,0.000999000999000999
llama3,csv,normal,10,8.0,250,17104,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,json,normal,10,8.0,250,17471,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,scientific,normal,10,8.0,250,22133,0.0,9.353972000071365e-06,3.25999999972737e-06,1.0214580182635067e-07,6.654001709437672e-08,6.7424,0.0028,1.5452597643801533e-07,0.9999999999999902,0.9999999999999998,0.999999999999956,0.000999000999000999
llama3,natural_language,normal,10,8.0,250,18471,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,digit_by_digit,normal,10,8.0,250,56475,1.0,79.788637560092,65.6335515,1.2205707523524327,1.0,0.0048,0.0,1.0034929371166634,-0.04819773755958993,-0.020024562142863536,0.05118224430770916,0.01098901098901099
mistral,csv,normal,10,8.0,250,32542,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,json,normal,10,8.0,250,32792,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,scientific,normal,10,8.0,250,34750,0.0,9.353972000071365e-06,3.25999999972737e-06,1.0214580182635067e-07,6.654001709437672e-08,6.7424,0.0028,1.5452597643801533e-07,0.9999999999999902,0.9999999999999998,0.999999999999956,0.000999000999000999
mistral,natural_language,normal,10,8.0,250,33792,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
